symbol,datetime,open,high,low,close,volume,number_of_trades
BTC,2023-09-21 02:59:00,25741.26,25741.26,25741.25,25741.25,3.02291,214
BTC,2023-09-21 03:00:00,25741.26,25741.26,25741.25,25741.26,3.332,336
BTC,2023-09-21 03:01:00,25741.26,25741.26,25741.25,25741.25,1.36696,149
BTC,2023-09-21 03:02:00,25741.26,25741.26,25741.25,25741.25,2.78805,174
BTC,2023-09-21 03:03:00,25741.26,25741.26,25735.01,25735.17,8.24893,267
BTC,2023-09-21 03:04:00,25735.16,25739.62,25735.16,25739.62,5.7834,188
BTC,2023-09-21 03:05:00,25739.62,25739.62,25735.16,25735.16,15.11976,270
BTC,2023-09-21 03:06:00,25735.16,25735.17,25727.8,25727.8,5.97784,193
BTC,2023-09-21 03:07:00,25727.81,25727.81,25725.81,25725.82,4.67007,243
BTC,2023-09-21 03:08:00,25725.82,25727.08,25722.63,25727.08,16.18643,262
BTC,2023-09-21 03:09:00,25727.08,25727.08,25727.02,25727.03,7.86228,152
BTC,2023-09-21 03:10:00,25727.02,25727.03,25727.02,25727.03,1.78184,129
BTC,2023-09-21 03:11:00,25727.03,25733.97,25727.02,25733.97,3.97321,275
BTC,2023-09-21 03:12:00,25733.97,25733.97,25733.96,25733.97,4.93583,143
BTC,2023-09-21 03:13:00,25733.96,25733.97,25733.96,25733.96,0.40582,87
BTC,2023-09-21 03:14:00,25733.97,25742.46,25733.96,25742.45,11.91472,316
BTC,2023-09-21 03:15:00,25742.46,25742.46,25742.45,25742.46,4.03132,154
BTC,2023-09-21 03:16:00,25742.46,25742.46,25742.45,25742.46,0.5742,115
BTC,2023-09-21 03:17:00,25742.45,25742.46,25730.87,25730.88,17.19302,284
BTC,2023-09-21 03:18:00,25730.87,25730.88,25730.87,25730.88,1.83243,127
BTC,2023-09-21 03:19:00,25730.87,25735.73,25730.87,25735.72,3.52451,223
BTC,2023-09-21 03:20:00,25735.73,25735.73,25735.72,25735.73,3.61999,169
BTC,2023-09-21 03:21:00,25735.72,25735.73,25735.72,25735.72,1.48259,137
BTC,2023-09-21 03:22:00,25735.73,25739.39,25735.72,25739.39,4.44354,243
BTC,2023-09-21 03:23:00,25739.39,25739.39,25739.38,25739.39,2.07682,131
BTC,2023-09-21 03:24:00,25739.39,25739.39,25739.38,25739.39,3.36702,158
BTC,2023-09-21 03:25:00,25739.38,25744.07,25739.38,25744.06,3.62356,217
BTC,2023-09-21 03:26:00,25744.06,25744.07,25744.06,25744.07,0.86686,113
BTC,2023-09-21 03:27:00,25744.06,25750.0,25744.06,25749.99,3.88239,313
BTC,2023-09-21 03:28:00,25749.99,25750.0,25745.3,25745.31,6.9031,214
BTC,2023-09-21 03:29:00,25745.31,25749.99,25745.3,25749.98,6.70226,225
BTC,2023-09-21 03:30:00,25749.99,25749.99,25749.98,25749.99,1.70119,134
BTC,2023-09-21 03:31:00,25749.99,25757.31,25749.98,25757.31,10.47972,298
BTC,2023-09-21 03:32:00,25757.31,25757.31,25754.99,25754.99,10.88586,185
BTC,2023-09-21 03:33:00,25755.0,25755.0,25754.99,25754.99,1.2417,145
BTC,2023-09-21 03:34:00,25755.0,25755.0,25754.99,25754.99,0.80203,97
BTC,2023-09-21 03:35:00,25754.99,25755.0,25754.99,25754.99,3.28812,188
BTC,2023-09-21 03:36:00,25755.0,25786.96,25754.99,25781.71,66.87703,978
BTC,2023-09-21 03:37:00,25781.71,25781.71,25765.0,25765.01,18.81775,368
BTC,2023-09-21 03:38:00,25765.0,25765.01,25753.3,25753.3,23.16309,348
BTC,2023-09-21 03:39:00,25753.31,25753.31,25750.24,25750.24,2.20309,205
BTC,2023-09-21 03:40:00,25750.25,25750.25,25750.24,25750.24,3.08879,114
BTC,2023-09-21 03:41:00,25750.24,25750.25,25750.24,25750.24,9.24638,200
BTC,2023-09-21 03:42:00,25750.24,25750.25,25750.24,25750.25,3.94477,181
BTC,2023-09-21 03:43:00,25750.24,25750.25,25750.24,25750.24,1.05798,128
BTC,2023-09-21 03:44:00,25750.25,25750.25,25750.24,25750.25,2.18555,98
BTC,2023-09-21 03:45:00,25750.25,25750.25,25750.24,25750.24,4.20761,217
BTC,2023-09-21 03:46:00,25750.24,25750.25,25750.24,25750.24,2.05248,91
BTC,2023-09-21 03:47:00,25750.24,25750.25,25750.24,25750.25,1.00724,135
BTC,2023-09-21 03:48:00,25750.24,25750.25,25741.54,25741.54,5.3342,274
BTC,2023-09-21 03:49:00,25741.54,25741.55,25732.94,25735.92,27.83416,402
BTC,2023-09-21 03:50:00,25735.92,25740.77,25735.91,25740.42,16.51333,249
BTC,2023-09-21 03:51:00,25740.42,25743.02,25740.42,25743.02,4.8579,199
BTC,2023-09-21 03:52:00,25743.02,25746.35,25743.01,25746.34,8.9253,207
BTC,2023-09-21 03:53:00,25746.34,25746.35,25746.34,25746.35,2.04147,155
BTC,2023-09-21 03:54:00,25746.35,25746.35,25746.34,25746.34,2.01943,166
BTC,2023-09-21 03:55:00,25746.35,25746.35,25746.34,25746.34,2.59995,131
BTC,2023-09-21 03:56:00,25746.35,25750.62,25746.34,25750.18,21.15955,218
BTC,2023-09-21 03:57:00,25750.18,25750.19,25750.18,25750.19,0.58161,92
BTC,2023-09-21 03:58:00,25750.19,25750.19,25742.68,25742.68,12.25954,243
BTC,2023-09-21 03:59:00,25742.68,25742.69,25742.68,25742.69,1.8279,165
BTC,2023-09-21 04:00:00,25742.69,25742.69,25742.68,25742.68,5.95426,129
BTC,2023-09-21 04:01:00,25742.69,25742.69,25742.68,25742.69,3.03432,211
BTC,2023-09-21 04:02:00,25742.68,25742.69,25742.68,25742.69,1.43193,149
BTC,2023-09-21 04:03:00,25742.69,25747.63,25742.68,25747.63,11.85324,235
BTC,2023-09-21 04:04:00,25747.63,25747.63,25747.62,25747.63,1.15621,145
BTC,2023-09-21 04:05:00,25747.62,25747.63,25747.62,25747.63,2.43876,230
BTC,2023-09-21 04:06:00,25747.62,25747.63,25747.62,25747.63,1.28676,140
BTC,2023-09-21 04:07:00,25747.63,25747.63,25747.62,25747.62,3.23633,152
BTC,2023-09-21 04:08:00,25747.63,25747.63,25740.34,25740.38,5.84178,216
BTC,2023-09-21 04:09:00,25740.37,25740.38,25740.37,25740.38,0.3599,126
BTC,2023-09-21 04:10:00,25740.37,25740.38,25740.37,25740.37,1.44304,128
BTC,2023-09-21 04:11:00,25740.38,25740.38,25740.37,25740.38,2.08501,140
BTC,2023-09-21 04:12:00,25740.38,25740.38,25740.37,25740.37,2.43742,171
BTC,2023-09-21 04:13:00,25740.37,25740.38,25734.23,25736.1,10.15096,247
BTC,2023-09-21 04:14:00,25736.09,25740.39,25736.09,25740.39,4.27872,195
BTC,2023-09-21 04:15:00,25740.38,25740.39,25740.38,25740.38,1.14894,125
BTC,2023-09-21 04:16:00,25740.39,25740.39,25740.38,25740.39,0.55031,135
BTC,2023-09-21 04:17:00,25740.39,25740.39,25740.38,25740.38,1.50372,144
BTC,2023-09-21 04:18:00,25740.38,25740.39,25740.38,25740.38,3.09286,127
BTC,2023-09-21 04:19:00,25740.38,25740.39,25740.38,25740.39,2.1588,149
BTC,2023-09-21 04:20:00,25740.38,25740.39,25740.37,25740.37,8.49897,278
BTC,2023-09-21 04:21:00,25740.38,25740.38,25727.57,25731.86,45.97914,599
BTC,2023-09-21 04:22:00,25731.87,25736.88,25720.82,25727.82,41.39205,617
BTC,2023-09-21 04:23:00,25727.81,25727.82,25727.81,25727.81,6.20386,203
BTC,2023-09-21 04:24:00,25727.81,25729.11,25727.81,25729.1,10.99852,201
BTC,2023-09-21 04:25:00,25729.11,25729.11,25729.1,25729.1,3.96754,143
BTC,2023-09-21 04:26:00,25729.11,25729.11,25727.81,25727.81,7.44264,163
BTC,2023-09-21 04:27:00,25727.82,25727.82,25727.81,25727.81,3.55694,124
BTC,2023-09-21 04:28:00,25727.82,25731.38,25727.81,25731.37,10.53982,217
BTC,2023-09-21 04:29:00,25731.37,25731.38,25728.48,25728.48,8.00463,193
BTC,2023-09-21 04:30:00,25728.48,25728.49,25727.78,25727.78,7.77516,176
BTC,2023-09-21 04:31:00,25727.78,25727.79,25727.78,25727.79,1.38479,131
BTC,2023-09-21 04:32:00,25727.79,25727.79,25727.78,25727.79,1.52679,148
BTC,2023-09-21 04:33:00,25727.79,25727.79,25723.71,25723.72,6.99492,169
BTC,2023-09-21 04:34:00,25723.71,25723.72,25723.71,25723.71,4.63221,163
BTC,2023-09-21 04:35:00,25723.71,25723.72,25723.71,25723.72,1.68185,142
BTC,2023-09-21 04:36:00,25723.72,25726.82,25723.71,25726.81,5.34834,274
BTC,2023-09-21 04:37:00,25726.82,25726.82,25723.72,25723.72,8.78844,272
BTC,2023-09-21 04:38:00,25723.73,25723.73,25723.72,25723.72,5.01526,171
BTC,2023-09-21 04:39:00,25723.73,25724.94,25723.72,25724.94,10.72154,227
BTC,2023-09-21 04:40:00,25724.93,25729.63,25724.93,25729.63,2.0371,231
BTC,2023-09-21 04:41:00,25729.63,25737.04,25729.62,25737.04,7.57913,300
BTC,2023-09-21 04:42:00,25737.04,25764.19,25737.03,25764.18,36.97253,566
BTC,2023-09-21 04:43:00,25764.19,25767.32,25752.21,25753.68,49.82312,558
BTC,2023-09-21 04:44:00,25753.68,25765.79,25753.67,25765.79,27.26232,371
BTC,2023-09-21 04:45:00,25765.78,25771.56,25765.78,25768.7,65.71684,638
BTC,2023-09-21 04:46:00,25768.69,25770.02,25765.29,25765.3,19.70746,327
BTC,2023-09-21 04:47:00,25765.29,25765.3,25762.28,25763.68,4.66836,253
BTC,2023-09-21 04:48:00,25763.67,25763.76,25763.67,25763.76,6.94808,167
BTC,2023-09-21 04:49:00,25763.76,25763.79,25763.75,25763.78,2.20123,197
BTC,2023-09-21 04:50:00,25763.78,25763.79,25763.78,25763.78,11.43412,312
BTC,2023-09-21 04:51:00,25763.79,25764.7,25763.78,25764.7,7.95422,199
BTC,2023-09-21 04:52:00,25764.7,25770.75,25764.7,25770.75,5.7543,210
BTC,2023-09-21 04:53:00,25770.74,25770.75,25763.01,25763.02,6.47908,228
BTC,2023-09-21 04:54:00,25763.01,25763.02,25760.18,25760.19,2.36161,134
BTC,2023-09-21 04:55:00,25760.19,25775.0,25760.18,25772.54,17.64713,379
BTC,2023-09-21 04:56:00,25772.54,25772.54,25772.53,25772.53,3.21399,133
BTC,2023-09-21 04:57:00,25772.54,25772.54,25772.53,25772.54,1.72703,96
BTC,2023-09-21 04:58:00,25772.54,25772.54,25772.53,25772.54,2.23666,108
BTC,2023-09-21 04:59:00,25772.53,25772.54,25770.18,25770.18,6.90692,137
BTC,2023-09-21 05:00:00,25770.19,25770.19,25770.18,25770.19,3.32918,107
BTC,2023-09-21 05:01:00,25770.18,25770.19,25770.18,25770.19,0.90861,150
BTC,2023-09-21 05:02:00,25770.19,25770.19,25765.0,25765.01,3.75079,191
BTC,2023-09-21 05:03:00,25765.01,25765.01,25764.87,25764.88,1.58221,133
BTC,2023-09-21 05:04:00,25764.88,25764.88,25763.08,25763.08,2.56066,124
BTC,2023-09-21 05:05:00,25763.09,25763.09,25763.08,25763.09,1.6189,190
BTC,2023-09-21 05:06:00,25763.09,25763.09,25763.08,25763.08,2.47166,108
BTC,2023-09-21 05:07:00,25763.09,25775.0,25763.08,25775.0,10.15188,269
BTC,2023-09-21 05:08:00,25774.99,25776.93,25774.99,25776.93,3.41379,118
BTC,2023-09-21 05:09:00,25776.93,25777.4,25776.92,25777.39,15.02097,230
BTC,2023-09-21 05:10:00,25777.4,25780.0,25777.39,25779.99,9.02794,219
BTC,2023-09-21 05:11:00,25779.99,25780.0,25779.99,25779.99,3.17718,137
BTC,2023-09-21 05:12:00,25780.0,25784.32,25779.99,25784.32,7.65787,266
BTC,2023-09-21 05:13:00,25784.31,25784.32,25774.37,25774.37,21.75925,249
BTC,2023-09-21 05:14:00,25774.38,25774.38,25769.04,25769.05,15.44322,185
BTC,2023-09-21 05:15:00,25769.05,25769.05,25767.54,25767.54,2.06461,133
BTC,2023-09-21 05:16:00,25767.55,25769.04,25767.54,25769.03,12.44804,232
BTC,2023-09-21 05:17:00,25769.03,25778.07,25769.03,25778.07,10.96742,204
BTC,2023-09-21 05:18:00,25778.06,25778.07,25778.06,25778.06,2.23473,126
BTC,2023-09-21 05:19:00,25778.06,25778.07,25778.06,25778.07,1.19613,127
BTC,2023-09-21 05:20:00,25778.06,25793.0,25778.06,25785.32,18.1609,575
BTC,2023-09-21 05:21:00,25785.32,25787.27,25785.32,25785.33,2.78037,174
BTC,2023-09-21 05:22:00,25785.32,25785.33,25781.08,25781.09,3.3548,191
BTC,2023-09-21 05:23:00,25781.08,25785.94,25781.08,25785.94,5.58001,227
BTC,2023-09-21 05:24:00,25785.94,25785.94,25785.93,25785.94,2.68839,139
BTC,2023-09-21 05:25:00,25785.93,25785.94,25783.8,25783.8,4.05874,231
BTC,2023-09-21 05:26:00,25783.8,25783.81,25783.8,25783.81,1.97537,167
BTC,2023-09-21 05:27:00,25783.8,25783.81,25783.8,25783.8,5.91236,136
BTC,2023-09-21 05:28:00,25783.8,25783.81,25783.8,25783.8,1.77442,170
BTC,2023-09-21 05:29:00,25783.8,25783.81,25783.11,25783.12,6.44204,189
BTC,2023-09-21 05:30:00,25783.11,25783.12,25781.22,25781.22,2.77606,146
BTC,2023-09-21 05:31:00,25781.22,25781.23,25781.22,25781.23,2.59451,141
BTC,2023-09-21 05:32:00,25781.23,25781.23,25781.22,25781.22,1.73391,140
BTC,2023-09-21 05:33:00,25781.23,25781.23,25781.22,25781.23,2.55618,236
BTC,2023-09-21 05:34:00,25781.22,25781.23,25776.29,25776.3,17.04842,263
BTC,2023-09-21 05:35:00,25776.3,25776.3,25776.29,25776.3,4.85335,164
BTC,2023-09-21 05:36:00,25776.3,25776.3,25776.29,25776.3,2.92806,194
BTC,2023-09-21 05:37:00,25776.3,25783.1,25776.29,25783.1,10.20937,305
BTC,2023-09-21 05:38:00,25783.1,25783.1,25783.09,25783.1,4.03887,186
BTC,2023-09-21 05:39:00,25783.1,25783.1,25783.09,25783.09,2.58736,177
BTC,2023-09-21 05:40:00,25783.09,25791.92,25783.09,25789.35,18.62639,371
BTC,2023-09-21 05:41:00,25789.35,25795.0,25789.34,25794.99,2.45681,205
BTC,2023-09-21 05:42:00,25794.99,25795.0,25790.57,25790.57,12.78706,280
BTC,2023-09-21 05:43:00,25790.58,25790.58,25787.12,25787.13,6.8333,213
BTC,2023-09-21 05:44:00,25787.13,25787.13,25785.52,25785.52,2.09708,151
BTC,2023-09-21 05:45:00,25785.52,25788.65,25785.52,25788.64,5.13015,172
BTC,2023-09-21 05:46:00,25788.64,25790.6,25788.64,25790.57,5.37963,170
BTC,2023-09-21 05:47:00,25790.58,25796.31,25790.57,25796.3,7.98421,316
BTC,2023-09-21 05:48:00,25796.3,25796.31,25785.0,25785.01,9.0688,291
BTC,2023-09-21 05:49:00,25785.0,25785.01,25785.0,25785.01,3.32767,163
BTC,2023-09-21 05:50:00,25785.0,25791.02,25785.0,25791.01,6.76878,262
BTC,2023-09-21 05:51:00,25791.02,25791.02,25791.01,25791.02,11.2215,148
BTC,2023-09-21 05:52:00,25791.01,25791.02,25788.91,25788.91,10.02011,222
BTC,2023-09-21 05:53:00,25788.91,25788.92,25788.91,25788.91,2.56707,131
BTC,2023-09-21 05:54:00,25788.91,25799.0,25788.91,25799.0,16.29818,329
BTC,2023-09-21 05:55:00,25799.0,25839.42,25798.99,25830.55,104.41606,1919
BTC,2023-09-21 05:56:00,25830.55,25845.0,25830.55,25844.99,20.16747,722
BTC,2023-09-21 05:57:00,25845.0,25880.0,25844.99,25851.3,57.45302,1533
BTC,2023-09-21 05:58:00,25851.31,25860.0,25844.8,25859.99,13.05754,440
BTC,2023-09-21 05:59:00,25860.0,25873.96,25849.88,25849.88,22.46051,490
BTC,2023-09-21 06:00:00,25849.89,25854.99,25840.03,25853.45,18.3084,444
BTC,2023-09-21 06:01:00,25853.45,25853.45,25845.53,25845.53,6.81162,228
BTC,2023-09-21 06:02:00,25845.54,25852.92,25841.75,25852.91,14.82225,385
BTC,2023-09-21 06:03:00,25852.91,25859.38,25852.91,25859.37,10.64093,240
BTC,2023-09-21 06:04:00,25859.38,25859.38,25840.6,25840.61,9.85858,396
BTC,2023-09-21 06:05:00,25840.6,25842.54,25838.62,25838.63,8.07324,267
BTC,2023-09-21 06:06:00,25838.62,25840.04,25838.62,25840.04,5.92423,209
BTC,2023-09-21 06:07:00,25840.03,25844.48,25840.03,25844.34,23.42208,330
BTC,2023-09-21 06:08:00,25844.35,25844.35,25834.04,25838.7,18.07011,375
BTC,2023-09-21 06:09:00,25838.71,25840.0,25838.4,25838.4,6.12957,211
BTC,2023-09-21 06:10:00,25838.41,25838.41,25834.03,25834.04,15.85289,235
BTC,2023-09-21 06:11:00,25834.04,25836.68,25834.03,25836.61,4.41108,197
BTC,2023-09-21 06:12:00,25836.6,25843.53,25836.6,25843.52,7.93257,230
BTC,2023-09-21 06:13:00,25843.52,25847.16,25843.52,25847.16,17.82778,221
BTC,2023-09-21 06:14:00,25847.16,25849.15,25847.15,25849.15,2.98043,173
BTC,2023-09-21 06:15:00,25849.15,25859.93,25849.14,25856.61,10.56661,242
BTC,2023-09-21 06:16:00,25856.62,25857.29,25856.61,25857.28,5.1327,176
BTC,2023-09-21 06:17:00,25857.28,25859.38,25857.28,25859.38,3.08769,166
BTC,2023-09-21 06:18:00,25859.38,25887.79,25859.37,25875.79,33.74032,902
BTC,2023-09-21 06:19:00,25875.79,25894.48,25875.79,25892.97,19.15315,631
BTC,2023-09-21 06:20:00,25892.96,25900.69,25888.78,25888.78,42.99863,940
BTC,2023-09-21 06:21:00,25888.78,25888.79,25885.0,25885.01,10.97421,333
BTC,2023-09-21 06:22:00,25885.01,25885.01,25875.61,25875.62,7.91727,297
BTC,2023-09-21 06:23:00,25875.61,25875.62,25864.15,25865.89,15.26488,340
BTC,2023-09-21 06:24:00,25865.88,25869.75,25864.98,25864.98,14.49939,293
BTC,2023-09-21 06:25:00,25864.99,25871.09,25864.15,25864.15,20.61836,360
BTC,2023-09-21 06:26:00,25864.16,25882.71,25864.15,25881.84,50.29901,554
BTC,2023-09-21 06:27:00,25881.85,25894.46,25881.84,25887.09,16.42865,523
BTC,2023-09-21 06:28:00,25887.08,25887.09,25870.56,25870.56,26.25422,436
BTC,2023-09-21 06:29:00,25870.56,25873.02,25870.56,25873.01,7.5225,232
BTC,2023-09-21 06:30:00,25873.02,25873.02,25863.01,25865.58,10.51713,332
BTC,2023-09-21 06:31:00,25865.59,25873.08,25865.58,25873.07,7.93394,254
BTC,2023-09-21 06:32:00,25873.08,25873.08,25863.73,25867.14,9.33902,311
BTC,2023-09-21 06:33:00,25867.15,25868.32,25867.14,25868.32,1.37744,133
BTC,2023-09-21 06:34:00,25868.32,25870.0,25864.0,25869.99,22.76613,328
BTC,2023-09-21 06:35:00,25870.0,25886.32,25869.99,25886.31,63.91154,422
BTC,2023-09-21 06:36:00,25886.32,25890.09,25870.59,25870.59,23.09788,472
BTC,2023-09-21 06:37:00,25870.6,25875.3,25870.01,25870.01,5.20367,307
BTC,2023-09-21 06:38:00,25870.01,25870.02,25868.83,25868.84,7.83702,210
BTC,2023-09-21 06:39:00,25868.83,25872.0,25868.83,25872.0,10.30078,201
BTC,2023-09-21 06:40:00,25872.0,25872.0,25870.22,25870.22,4.12078,241
BTC,2023-09-21 06:41:00,25870.22,25870.23,25867.79,25867.8,8.60085,230
BTC,2023-09-21 06:42:00,25867.79,25867.8,25856.86,25856.87,18.09289,316
BTC,2023-09-21 06:43:00,25856.87,25859.92,25855.84,25859.92,10.89917,239
BTC,2023-09-21 06:44:00,25859.91,25862.73,25858.7,25862.73,25.42406,261
BTC,2023-09-21 06:45:00,25862.72,25862.73,25862.72,25862.73,4.07379,143
BTC,2023-09-21 06:46:00,25862.72,25862.73,25862.72,25862.73,2.78445,114
BTC,2023-09-21 06:47:00,25862.73,25862.73,25855.2,25855.21,7.39117,315
BTC,2023-09-21 06:48:00,25855.21,25858.41,25849.63,25858.4,29.72613,391
BTC,2023-09-21 06:49:00,25858.41,25859.16,25858.4,25859.15,4.80562,220
BTC,2023-09-21 06:50:00,25859.15,25862.35,25859.15,25861.21,7.09522,209
BTC,2023-09-21 06:51:00,25861.21,25861.84,25859.28,25860.07,6.36651,277
BTC,2023-09-21 06:52:00,25860.06,25865.58,25860.06,25865.57,8.73747,225
BTC,2023-09-21 06:53:00,25865.57,25870.0,25865.57,25870.0,6.4607,198
BTC,2023-09-21 06:54:00,25870.0,25872.05,25869.99,25872.05,4.2294,197
BTC,2023-09-21 06:55:00,25872.05,25879.71,25872.04,25879.71,7.36093,247
BTC,2023-09-21 06:56:00,25879.71,25879.71,25870.74,25870.74,16.53333,307
BTC,2023-09-21 06:57:00,25870.74,25870.75,25868.19,25868.2,11.81011,265
BTC,2023-09-21 06:58:00,25868.19,25868.2,25862.16,25862.17,6.70423,279
BTC,2023-09-21 06:59:00,25862.16,25862.17,25851.61,25851.62,4.78358,264
BTC,2023-09-21 07:00:00,25851.62,25851.62,25844.01,25844.01,7.55283,325
BTC,2023-09-21 07:01:00,25844.01,25844.02,25842.71,25842.72,7.20182,256
BTC,2023-09-21 07:02:00,25842.72,25846.38,25842.71,25846.37,18.54731,310
BTC,2023-09-21 07:03:00,25846.38,25853.1,25846.37,25853.1,4.09978,297
BTC,2023-09-21 07:04:00,25853.09,25859.1,25853.09,25859.09,8.6117,315
BTC,2023-09-21 07:05:00,25859.09,25865.88,25859.09,25865.87,7.10176,256
BTC,2023-09-21 07:06:00,25865.88,25865.88,25851.67,25851.67,14.52215,390
BTC,2023-09-21 07:07:00,25851.67,25851.68,25851.67,25851.68,5.07125,217
BTC,2023-09-21 07:08:00,25851.67,25860.0,25851.67,25860.0,7.54971,272
BTC,2023-09-21 07:09:00,25860.0,25861.19,25859.99,25861.19,3.10481,184
BTC,2023-09-21 07:10:00,25861.18,25861.19,25855.29,25855.3,21.78187,325
BTC,2023-09-21 07:11:00,25855.29,25855.3,25855.29,25855.3,12.1057,167
BTC,2023-09-21 07:12:00,25855.29,25855.3,25820.0,25833.81,81.37997,951
BTC,2023-09-21 07:13:00,25833.82,25841.9,25827.3,25841.9,35.82689,521
BTC,2023-09-21 07:14:00,25841.89,25841.9,25831.15,25831.16,13.86863,319
BTC,2023-09-21 07:15:00,25831.16,25832.8,25831.15,25832.8,4.74998,174
BTC,2023-09-21 07:16:00,25832.8,25839.55,25832.79,25839.55,8.85073,250
BTC,2023-09-21 07:17:00,25839.54,25839.55,25839.54,25839.54,1.60271,147
BTC,2023-09-21 07:18:00,25839.55,25839.55,25839.54,25839.55,1.96111,161
BTC,2023-09-21 07:19:00,25839.54,25839.55,25839.54,25839.55,7.2753,172
BTC,2023-09-21 07:20:00,25839.55,25842.73,25837.26,25838.67,45.32347,491
BTC,2023-09-21 07:21:00,25838.67,25839.79,25834.53,25834.54,26.75179,440
BTC,2023-09-21 07:22:00,25834.54,25834.54,25833.37,25833.37,6.10988,306
BTC,2023-09-21 07:23:00,25833.38,25836.15,25833.36,25836.14,7.52799,317
BTC,2023-09-21 07:24:00,25836.15,25840.0,25836.14,25840.0,3.95509,245
BTC,2023-09-21 07:25:00,25839.99,25843.65,25839.99,25843.64,9.08025,300
BTC,2023-09-21 07:26:00,25843.64,25843.65,25832.09,25832.1,37.38246,390
BTC,2023-09-21 07:27:00,25832.09,25832.1,25832.08,25832.09,4.29147,226
BTC,2023-09-21 07:28:00,25832.09,25832.09,25831.94,25831.94,8.51512,237
BTC,2023-09-21 07:29:00,25831.94,25835.42,25831.94,25833.2,18.01819,364
BTC,2023-09-21 07:30:00,25833.19,25833.2,25827.5,25827.51,9.28245,319
BTC,2023-09-21 07:31:00,25827.51,25827.51,25821.52,25821.52,5.92497,347
BTC,2023-09-21 07:32:00,25821.53,25821.53,25800.0,25813.22,55.59327,948
